62,4
29,4
60,0
57,4
36,4
53,0
57,4
29,8
60,0
36,8
26,4 #Dm
50,0
52,4
33,4
53,0
55,4
26,4
57,0
53,4
33,8
57,0
26,4
56,0
53,4
33,8
56,0
26,4
55,0
52,4
33,8
55,0
26,4
50,0
52,4
33,4
53,0
55,4
26,4
57,0
53,4
33,4
57,0
62,4
29,4
60,0
57,4
36,4
53,0
57,4
29,8
60,0
36,8
31,4 # Am
45,0
47,4
38,4
49,0
50,4
31,4
52,0
49,4
38,8
52,0
31,4
53,0
49,4
38,8
53,0
31,4
52,0
49,4
38,8
52,0
31,4
45,0
47,4
38,4
49,0
50,4
31,4
52,0
49,4
38,8
52,0
31,4
53,0
49,4
38,8
53,0
31,8
52,0
38,8
31,4 # Am
45,0
47,4
38,4
49,0
50,4
31,4
52,0
49,4
38,8
52,0
31,4
53,0
49,4
38,8
53,0
31,4
52,0
49,4
38,8
52,0
31,4
45,0
47,4
38,4
49,0
50,4
31,4
52,0
49,4
38,8
52,0
31,4
53,0
49,4
38,8
53,0
31,8
52,0
38,8
26,4 #Dm
50,0
52,4
33,4
53,0
55,4
26,4
57,0
53,4
33,8
57,0
26,4
56,0
53,4
33,8
56,0
26,4
55,0
52,4
33,8
55,0
26,4
50,0
52,4
33,4
53,0
55,4
26,4
57,0
53,4
33,4
57,0
62,4
29,4
60,0
57,4
36,4
53,0
57,4
29,8
60,0
36,8
26,4 #Dm
50,0
52,4
33,4
53,0
55,4
26,4
57,0
53,4
33,8
57,0
26,4
56,0
53,4
33,8
56,0
26,4
55,0
52,4
33,8
55,0
38,4
50,0
52,4
38,4
53,0
55,4
36,4
57,0
53,4
34,4
57,0
62,4
33,4
57,0
53,4
31,4
57,0
62,4
29,8
50,0
28,8
26,3 #Dm - Faster
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,6
57,0
26,3
56,0
53,3
33,6
56,0
26,3
55,0
52,3
33,6
55,0
26,3
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,3
57,0
62,3
29,3
60,0
57,3
36,3
53,0
57,3
29,6
60,0
36,6
26,3 #Dm
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,6
57,0
26,3
56,0
53,3
33,6
56,0
26,3
55,0
52,3
33,6
55,0
26,3
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,3
57,0
62,3
29,3
60,0
57,3
36,3
53,0
57,3
29,6
60,0
36,6
31,3 # Am
45,0
47,3
38,3
49,0
50,3
31,3
52,0
49,3
38,6
52,0
31,3
53,0
49,3
38,6
53,0
31,3
52,0
49,3
38,6
52,0
31,3
45,0
47,3
38,3
49,0
50,3
31,3
52,0
49,3
38,6
52,0
31,3
53,0
49,3
38,6
53,0
31,6
52,0
38,6
31,3 # Am
45,0
47,3
38,3
49,0
50,3
31,3
52,0
49,3
38,6
52,0
31,3
53,0
49,3
38,6
53,0
31,3
52,0
49,3
38,6
52,0
31,3
45,0
47,3
38,3
49,0
50,3
31,3
52,0
49,3
38,6
52,0
31,3
53,0
49,3
38,6
53,0
31,6
52,0
38,6
26,3 #Dm
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,6
57,0
26,3
56,0
53,3
33,6
56,0
26,3
55,0
52,3
33,6
55,0
26,3
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,3
57,0
62,3
29,3
60,0
57,3
36,3
53,0
57,3
29,6
60,0
36,6
26,3 #Dm
50,0
52,3
33,3
53,0
55,3
26,3
57,0
53,3
33,6
57,0
26,3
56,0
53,3
33,6
56,0
26,3
55,0
52,3
33,6
55,0
38,3
50,0
52,3
38,3
53,0
55,3
36,3
57,0
53,3
34,3
57,0
62,3
33,3
57,0
53,3
31,3
57,0
62,3
29,6
50,0
28,6
26,3 # Finale
66,21
67,0
74,0
26,3
66,21
67,0
74,0
38,3
50,0
52,3
45,3
53,0
55,3
38,3
57,0
53,3
45,3
57,0
62,3
45,3
61,0
57,3
45,3
61,0
64,3
26,12
62,0
26,3
66,21
67,0
74,0
26,3
66,21
67,0
74,0
38,3
50,0
52,3
45,3
53,0
55,3
38,3
57,0
53,3
45,3
57,0
62,3
45,3
61,0
57,3
45,3
61,0
64,3
26,12
62,0
26,3
66,21
67,0
74,0
26,3
66,18
67,0
74,0
26,6
38,0
26,6
38,0
26,6
38,0
26,6
50,18
53,0
57,0
62,0
